,file_path,pitch_id,pitch_type,pitch_result,action,hit_id,stroke,event_len
37,anonymized-files-wisd/12345633_15196.jsonl,64a83d58-ac5e-4187-be61-9e5195a76373,Slider,HitIntoPlay,{},c08ee3f2-41b8-4cb7-97b1-8dfb7072db6b,{},1
38,anonymized-files-wisd/12345633_15352.jsonl,732999bf-df76-4c02-ac5b-1a7ab287414a,FourSeamFastball,Strike,Foul,52c4583d-6cfa-4d03-bfc9-e65aaf9b4088,{},1
39,anonymized-files-wisd/12345633_15469.jsonl,2219126b-820a-4c23-82b8-2a0ee97f9035,Sinker,Strike,{},{},{},0
40,anonymized-files-wisd/12345633_15504.jsonl,c3773c5f-1058-452a-90fa-c9697181713f,Changeup,Strike,Called,{},{},0
41,anonymized-files-wisd/12345633_15678.jsonl,e52bed8d-5925-4d9b-99b3-d63bbb5349a0,Slider,Ball,Called,{},{},0
42,anonymized-files-wisd/12345633_1568.jsonl,9352ffaf-7c91-452b-a875-7e1197089f3e,Sinker,Ball,Called,{},{},0
43,anonymized-files-wisd/12345633_15708.jsonl,9bf3f515-5efe-42cd-8f96-08b4d30afdb7,Cutter,Strike,Foul,0bf2bc16-7ad8-420c-816a-2a1821c5d923,{},1
44,anonymized-files-wisd/12345633_15816.jsonl,c240c781-3d52-4aed-a37e-4ee5b1be57d6,Curveball,HitIntoPlay,{},f8c4546a-4f7d-47ca-a737-8ea9a8467105,{},1
45,anonymized-files-wisd/12345633_1586.jsonl,4c982e3c-a18f-44fd-8866-175447b4c8b5,Slider,Strike,Foul,2d5c4d37-a5be-4e16-bf42-672867f4f61d,{},1
46,anonymized-files-wisd/12345633_16443.jsonl,6913b457-b503-4e62-a8ba-f5db33d1e5cb,Sinker,HitIntoPlay,{},4516de33-33fe-41d2-9bf3-649d995cf4f3,{},1
47,anonymized-files-wisd/12345633_16510.jsonl,9ddb4f6e-c09e-410f-b93a-96255cd70be1,Slider,Ball,Called,{},{},0
48,anonymized-files-wisd/12345633_16756.jsonl,3a739289-0d2c-46a6-8cbd-d238ec1812fd,Slider,Strike,Called,{},{},0
49,anonymized-files-wisd/12345633_16860.jsonl,c3654fa8-e932-48cf-a87c-f5768f25a1cf,Changeup,Strike,{},{},{},0
50,anonymized-files-wisd/12345633_16886.jsonl,2584015e-650a-47ec-a3b0-82a48440f0ef,Changeup,HitIntoPlay,{},0c4ee83f-7d1e-4856-98cd-1faea91be1e7,{},1
51,anonymized-files-wisd/12345633_16981.jsonl,8118e8c1-72aa-4524-93f4-32b45465adde,Cutter,Strike,Called,{},{},0
52,anonymized-files-wisd/12345633_16985.jsonl,024ad0db-f4a7-49f1-b615-eda6006be5fd,Sinker,Strike,FoulTip,{},{},0
53,anonymized-files-wisd/12345633_17142.jsonl,f3904e04-3767-4b91-bab0-a7735e1c975e,Sinker,Strike,Called,{},{},0
54,anonymized-files-wisd/12345633_1761.jsonl,a62bfe9b-13ef-4cce-a921-7772fc91660b,Slider,Strike,Foul,{},{},0
55,anonymized-files-wisd/12345633_18164.jsonl,4c7422df-25f3-4146-8f83-e67aa54aed34,Cutter,Ball,Called,{},{},0
56,anonymized-files-wisd/12345633_18245.jsonl,f03f328a-70e1-45a6-ab7f-b21a8704cb25,Curveball,Strike,{},{},{},0
57,anonymized-files-wisd/12345633_1832.jsonl,7d39da4f-d413-484e-b496-eeba97b960c7,Sinker,HitIntoPlay,{},1b187c8b-37dd-4c6a-abb0-f64651d7bbc5,{},1
58,anonymized-files-wisd/12345633_18432.jsonl,4eb88e92-a79f-4fdf-aa57-c309f9ae0a27,Sinker,Strike,Called,{},{},0
59,anonymized-files-wisd/12345633_18433.jsonl,e3d19332-63b0-46f6-b2c4-1f71adb18d20,Slider,Strike,Foul,1e1f3435-df1c-4ce5-8aa2-239924557311,{},1
60,anonymized-files-wisd/12345633_18499.jsonl,d9fe8a83-0324-4a15-a5ba-507c24ce98fa,Curveball,Strike,{},{},{},0
61,anonymized-files-wisd/12345633_18527.jsonl,e8be9570-4927-4b8d-8920-1c4d1f709942,Curveball,HitIntoPlay,{},06bde203-4678-435d-a5e9-34d3b9e84f59,{},1
62,anonymized-files-wisd/12345633_18613.jsonl,4e68b176-a9c2-424c-84bb-e6b25329d679,FourSeamFastball,HitIntoPlay,{},ed281f98-7148-4bc9-9828-393431a11dac,{},1
63,anonymized-files-wisd/12345633_18899.jsonl,5ca6193f-4418-47ff-a56c-efd5395009d4,Curveball,Ball,Called,{},{},0
64,anonymized-files-wisd/12345633_18940.jsonl,372daf0e-b59e-4cb3-ab51-86b28139fc66,Sinker,HitIntoPlay,{},1d6839a4-dbe2-4b5c-90a3-45299a4eaa14,{},1
65,anonymized-files-wisd/12345633_18992.jsonl,a7cba742-9805-4e4e-9d30-aff8471f41b2,Sinker,HitIntoPlay,{},856b988e-c523-4a7b-b069-068ca14c912b,{},1
66,anonymized-files-wisd/12345633_19107.jsonl,cc9fb451-b5ba-4edf-9a8a-be8d61ff0556,Sinker,Ball,Called,{},{},0
67,anonymized-files-wisd/12345633_19124.jsonl,a848f8bd-fe94-4de9-9785-477b9d2b42ac,Changeup,HitIntoPlay,{},{},{},0
68,anonymized-files-wisd/12345633_19336.jsonl,6b5b126a-f5fb-4205-ad31-f0abc9425980,Changeup,HitIntoPlay,{},d2dfb26b-3b91-437e-a0b1-e6981ec09206,{},1
69,anonymized-files-wisd/12345633_19537.jsonl,9048b336-f5d0-4984-99ee-aaf6c5e21a02,FourSeamFastball,HitIntoPlay,{},c5823bdc-6904-4861-aa11-cbfb929bcf94,{},1
70,anonymized-files-wisd/12345633_19540.jsonl,90ce2439-06be-4aab-9406-a9c1e1651ab2,Slider,Strike,{},{},{},0
71,anonymized-files-wisd/12345633_19546.jsonl,77920dd1-6729-421b-ae0a-f9da51bba344,Sinker,Ball,Called,{},{},0
72,anonymized-files-wisd/12345633_20413.jsonl,aea7b3fc-fd81-4905-9408-50a187c2170d,FourSeamFastball,HitIntoPlay,{},b45e36ba-0436-4236-b39c-2c52651ea567,{},1
73,anonymized-files-wisd/12345633_20674.jsonl,9f66e128-45d5-4d96-9342-129b9a073617,Sinker,Ball,Called,{},{},0
74,anonymized-files-wisd/12345633_20713.jsonl,ec63cf36-1a38-4bb8-ad95-223e10449547,Changeup,Strike,{},{},{},0
75,anonymized-files-wisd/12345633_20880.jsonl,1260ef19-525b-477d-91e4-5f1f05f527cc,Sinker,Strike,FoulTip,{},{},0
76,anonymized-files-wisd/12345633_20893.jsonl,c9e7f15a-0608-4510-a571-9afa029c56ff,FourSeamFastball,HitIntoPlay,{},dc246f57-73aa-4d04-8771-7a4331ec908c,{},1
77,anonymized-files-wisd/12345633_20975.jsonl,a03b702b-7d6c-4579-8e21-dbda654e6fcc,Slider,Strike,{},{},{},0
78,anonymized-files-wisd/12345633_20979.jsonl,395a5f27-978b-4b00-8a8d-0e032276b93a,Slider,Strike,{},{},{},0
79,anonymized-files-wisd/12345633_21073.jsonl,0ccc611c-6f09-4d5a-8775-c256678e3832,Changeup,HitIntoPlay,{},064e02aa-5e47-4f68-af73-d5bc5250eb17,{},1
80,anonymized-files-wisd/12345633_21100.jsonl,ae0d76f6-700b-4537-b2e4-2a9c3503c624,Curveball,Strike,Called,{},{},0
81,anonymized-files-wisd/12345633_2112.jsonl,77e30dc5-11ef-4d6c-95d6-c1bed989c1d8,Slider,Strike,{},{},{},0
82,anonymized-files-wisd/12345633_21251.jsonl,ec3dfdb1-b039-4171-a5cf-a2ce26c96111,Curveball,Strike,{},{},{},0
83,anonymized-files-wisd/12345633_21257.jsonl,6ee35905-69de-4729-b460-39bf4621ebe6,FourSeamFastball,Ball,Called,{},{},0
84,anonymized-files-wisd/12345633_21292.jsonl,36b94342-569a-41d7-a878-0cc656ddb41b,Slider,Ball,Called,{},{},0
85,anonymized-files-wisd/12345633_21552.jsonl,aad18dfc-d1f9-447d-8378-52efd88f3e70,Sinker,Strike,Called,{},{},0
86,anonymized-files-wisd/12345633_21837.jsonl,a904c91c-2674-429d-b915-8bd99e5629b6,Sinker,Ball,Called,{},{},0
87,anonymized-files-wisd/12345633_22043.jsonl,2a5cd325-0441-4bee-bf66-24af37d5141f,Slider,Ball,Called,{},{},0
88,anonymized-files-wisd/12345633_22054.jsonl,9a5f7924-0843-4f65-b13b-e93e7ae7a4d3,Sinker,Ball,Called,{},{},0
89,anonymized-files-wisd/12345633_22290.jsonl,75c33c91-08ce-4165-8916-3cfc927ab8df,Sinker,Strike,Foul,c5d79b65-dc9d-470e-9737-1375228cf4b4,{},1
90,anonymized-files-wisd/12345633_22478.jsonl,336d41b1-976e-412d-8b29-77f7ade9daf5,Changeup,Ball,Called,{},{},0
91,anonymized-files-wisd/12345633_22608.jsonl,e080ba6e-6b12-4f7f-bb53-93b4a4fb9987,Sinker,Strike,Called,{},{},0
92,anonymized-files-wisd/12345633_22771.jsonl,c838b37f-dcff-4606-8015-2e5ee9e99961,Sinker,Ball,Called,{},{},0
93,anonymized-files-wisd/12345633_22899.jsonl,0ef6268c-116f-4ee5-b5e1-9f44dad2befa,Slider,HitIntoPlay,{},40d7006a-2e6f-4413-9537-77d83ca63910,{},1
94,anonymized-files-wisd/12345633_22936.jsonl,86b0a695-db16-449b-87d2-197bf39e93c7,Changeup,Ball,Called,{},{},0
95,anonymized-files-wisd/12345633_23252.jsonl,b404242e-b4b4-4ae1-958d-acf73c942668,Slider,Strike,Foul,3005fd58-b608-4c02-9ae3-c7d7601e4d60,{},1
96,anonymized-files-wisd/12345633_23359.jsonl,6e78107b-950c-4415-80aa-57815315c50e,Slider,Strike,Called,{},{},0
97,anonymized-files-wisd/12345633_23368.jsonl,a81c177c-59ab-4f75-87bd-0e3ce4237752,Curveball,Strike,Called,{},{},0
98,anonymized-files-wisd/12345633_23553.jsonl,0b3add62-a65d-4c30-94ad-3ac262ba0628,Sinker,Strike,Foul,4ca7e02a-ed81-43e9-8c90-71563d151c50,{},1
99,anonymized-files-wisd/12345633_23662.jsonl,0434d237-2e09-40f8-a510-3148bc47d08b,Sinker,Strike,Foul,d1e861da-082a-4aa3-9bd1-4df454221657,{},1
100,anonymized-files-wisd/12345633_23911.jsonl,ffb6799a-712b-400b-8c4b-6c27feaa815e,Sinker,Strike,Foul,80c22c5c-fa05-47d4-8b94-86228f0b8d33,{},1
101,anonymized-files-wisd/12345633_23961.jsonl,{},{},Pickoff,ThrowToFirst,{},{},0
102,anonymized-files-wisd/12345633_23988.jsonl,b3e7240d-fd18-4fab-8d2a-7a1829453193,Sinker,Strike,Called,{},{},0
103,anonymized-files-wisd/12345633_2427.jsonl,d450e03d-b845-47cf-a0ed-586f1e9151aa,Cutter,Ball,Called,{},{},0
104,anonymized-files-wisd/12345633_24362.jsonl,d85c849e-275c-46db-93fc-58c3552407be,Sinker,Ball,HitByPitch,{},{},0
105,anonymized-files-wisd/12345633_24375.jsonl,a14a69e6-fdc6-45a4-8362-17ffe16eb2ee,Sinker,Ball,Called,{},{},0
106,anonymized-files-wisd/12345633_24454.jsonl,417f226e-d7a6-407e-b250-04d22ac2a591,Sinker,Strike,Called,{},{},0
107,anonymized-files-wisd/12345633_2447.jsonl,f0b55d56-c0ff-46e0-a531-898dc3e866c0,Changeup,HitIntoPlay,{},03d202a3-414a-4272-942e-45ab13ccc5d3,{},1
108,anonymized-files-wisd/12345633_24719.jsonl,f95a2d2a-1c1b-4f4a-a29c-4e285868f5dd,Slider,HitIntoPlay,{},19832921-f00c-4ef6-bab3-185821e70211,{},1
109,anonymized-files-wisd/12345633_24721.jsonl,9e2ad7d6-7ce7-4c37-941f-1a614df75aed,FourSeamFastball,Ball,Called,{},{},0
110,anonymized-files-wisd/12345633_25032.jsonl,fba686e8-9d76-40d3-9992-6109ad524c21,Cutter,Ball,Called,{},{},0
111,anonymized-files-wisd/12345633_25122.jsonl,72e858c8-5b4b-44e5-aeaa-ca5070cd3798,Slider,Ball,Called,{},{},0
112,anonymized-files-wisd/12345633_25205.jsonl,8df9913c-435a-4ff2-bb58-b403ca795b79,Curveball,Ball,Called,{},{},0
113,anonymized-files-wisd/12345633_25216.jsonl,091da1b7-721e-4b69-b610-26f9b4b61c97,Slider,HitIntoPlay,{},716c0b01-cdb7-4cd2-a1e5-c12048e7a07f,{},1
114,anonymized-files-wisd/12345633_25262.jsonl,d679611a-e60c-491d-847e-76b227bc91da,Sinker,Strike,Foul,1a5202d6-adce-48c5-9cf3-abaa4657f9ca,{},1
115,anonymized-files-wisd/12345633_25306.jsonl,9b291757-b0e0-4c05-8b64-6b20f0235637,Sinker,Ball,Called,{},{},0
116,anonymized-files-wisd/12345633_25377.jsonl,ceac4ddf-dc78-472b-b65e-473541026726,Changeup,Ball,Called,{},{},0
117,anonymized-files-wisd/12345633_25521.jsonl,17d348a1-5289-4686-a5c4-6ae5c1062837,Slider,Ball,Called,{},{},0
118,anonymized-files-wisd/12345633_25535.jsonl,df8e2756-c877-4439-8c3b-845a097e40c5,Sinker,Strike,Called,{},{},0
119,anonymized-files-wisd/12345633_25627.jsonl,5f55ed14-e1ef-4b96-b069-b9fe6b2f069e,FourSeamFastball,Strike,{},{},{},0
120,anonymized-files-wisd/12345633_25797.jsonl,9e75f62c-eb39-4e3c-a71d-7ff7de1407eb,Slider,HitIntoPlay,{},aad614a8-339a-4f0f-8449-c5eacdf3da0c,{},1
121,anonymized-files-wisd/12345633_26122.jsonl,3ed97b67-7297-4000-9055-92e31382c9d2,Sinker,Strike,{},{},{},0
122,anonymized-files-wisd/12345633_26169.jsonl,5d29d3fc-26bd-491d-b029-7dde36d62171,Sinker,HitIntoPlay,{},dbbffd81-f581-4864-bb1a-ac450370f58a,{},1
123,anonymized-files-wisd/12345633_26438.jsonl,8822c0fd-faa2-4f66-8adb-0be13e1c6eb1,Sinker,Strike,Called,{},{},0
124,anonymized-files-wisd/12345633_26656.jsonl,b2dc6799-39ec-4a55-a1e9-6889b71ae90b,Slider,Strike,Called,{},{},0
125,anonymized-files-wisd/12345633_26749.jsonl,2644f5b1-c9a7-40dd-b1bc-ae8edc2f75dc,Curveball,Strike,Called,{},{},0
126,anonymized-files-wisd/12345633_27065.jsonl,5a19c77c-66a7-433e-ad5d-9d563eafa646,FourSeamFastball,HitIntoPlay,{},7250295c-655c-4d01-81ba-3c020904ea73,{},1
127,anonymized-files-wisd/12345633_27254.jsonl,2a8ec513-0cb7-4a62-9e04-8f976721c41c,FourSeamFastball,Ball,Called,{},{},0
128,anonymized-files-wisd/12345633_27282.jsonl,136fc9df-5aed-4fe9-ae56-de4050b371d7,FourSeamFastball,Strike,Called,{},{},0
129,anonymized-files-wisd/12345633_27288.jsonl,d06c83f0-d869-49f7-af70-3b7b96d3ea8b,Curveball,Ball,Called,{},{},0
130,anonymized-files-wisd/12345633_27339.jsonl,561d2088-d3cd-4572-ae8d-d55099ea7f6e,Slider,Ball,Called,{},{},0
131,anonymized-files-wisd/12345633_27701.jsonl,e7bbdf5a-dfa2-402f-9565-b8b7a00e8b00,Changeup,Strike,Called,{},{},0
132,anonymized-files-wisd/12345633_27811.jsonl,65e1ccad-b429-4779-ad84-37fe75decfe7,FourSeamFastball,Strike,Called,{},{},0
133,anonymized-files-wisd/12345633_27864.jsonl,bec70c2f-b997-4f37-9832-21b1dd9ef493,Sinker,Strike,Foul,6f448eae-77be-47c3-adbe-121b01e9b714,{},1
134,anonymized-files-wisd/12345633_27957.jsonl,87f8083b-b1fc-4e96-aa82-39392d2bbe24,Sinker,Ball,Called,{},{},0
135,anonymized-files-wisd/12345633_2802.jsonl,1666c665-aa9f-41f6-9393-af86e252b4e6,Sinker,Ball,Called,{},{},0
136,anonymized-files-wisd/12345633_28318.jsonl,379ef076-1f0b-4311-acc6-463eb938bfe0,Slider,Ball,HitByPitch,{},{},0
137,anonymized-files-wisd/12345633_28406.jsonl,343d8ebd-eaf5-4394-a662-2b03794e3696,Slider,Strike,{},{},{},0
138,anonymized-files-wisd/12345633_28604.jsonl,a8c08586-d10c-4b92-adae-ea56d3a82ffe,Sinker,Ball,Called,{},{},0
139,anonymized-files-wisd/12345633_2877.jsonl,5b0ed4c7-ecd0-4d97-8a13-d12f32f7ff3d,Curveball,Strike,{},{},{},0
140,anonymized-files-wisd/12345633_29012.jsonl,9e1e36e0-6d5c-4799-a81f-2ee6f1ce7e3c,Slider,Ball,Called,{},{},0
141,anonymized-files-wisd/12345633_29043.jsonl,4cb4cdc7-dcb7-4b5f-ad0e-25f142165112,Sinker,HitIntoPlay,{},bdbbb081-5307-439a-9b8a-3bd59d128d32,{},1
142,anonymized-files-wisd/12345633_29155.jsonl,f56c84a4-3329-4f3d-900c-2d70351b6844,Sinker,Strike,Foul,{},{},0
143,anonymized-files-wisd/12345633_29170.jsonl,256cbb8d-55d9-4d30-8d52-aab9c1fc0dff,Changeup,Strike,Foul,{},{},0
144,anonymized-files-wisd/12345633_29281.jsonl,1acab594-c73c-4b07-9e03-8fef39292152,Curveball,Strike,Foul,b9d43363-ea3e-4208-bb6b-de76b0836c03,{},1
145,anonymized-files-wisd/12345633_29346.jsonl,f59e232d-7fc8-486b-8bb9-2f28226b9a15,Curveball,Strike,{},{},{},0
146,anonymized-files-wisd/12345633_29496.jsonl,f7970824-8b98-404e-85c4-2289c8462cef,Curveball,Ball,Called,{},{},0
147,anonymized-files-wisd/12345633_2952.jsonl,925d7056-69cf-445d-8a10-7b1d39d66866,Slider,Ball,Called,{},{},0
148,anonymized-files-wisd/12345633_29648.jsonl,648f8123-0aa9-435e-b56a-72f503ee420d,Slider,HitIntoPlay,{},{},{},0
149,anonymized-files-wisd/12345633_29718.jsonl,5660f192-bc0f-42a1-91ee-158f54b5412c,Sinker,Ball,Called,{},{},0
150,anonymized-files-wisd/12345633_29721.jsonl,dd33de91-76ad-465c-ad6e-291e3ebc7508,Cutter,Ball,Called,{},{},0
151,anonymized-files-wisd/12345633_2998.jsonl,1f28ff36-620a-4068-a98b-2209fb90e00f,Cutter,HitIntoPlay,{},d44a68d8-fbf6-4548-98f0-892fa4d64735,{},1
152,anonymized-files-wisd/12345633_3014.jsonl,30fc9f97-f335-4c87-923e-687b0ad3d654,Sinker,Strike,Foul,5cbb7f6b-c62d-40a6-aebc-d851bc16d614,{},1
153,anonymized-files-wisd/12345633_30219.jsonl,0dd91429-17e0-4a08-a68c-e971a5a36a20,Slider,Ball,Called,{},{},0
154,anonymized-files-wisd/12345633_30583.jsonl,7ad7cf42-4e2d-4e3a-baab-5ce4ec641a09,FourSeamFastball,Strike,Foul,{},{},0
155,anonymized-files-wisd/12345633_30750.jsonl,f6060c19-411a-40f6-a04b-22fd7df4954c,Sinker,Strike,{},{},{},0
156,anonymized-files-wisd/12345633_30785.jsonl,54a1b743-6375-4514-8fba-e5f184c7e96d,Sinker,Strike,Foul,19bd8fb5-6460-4513-9a88-2268d6b009a6,{},1
157,anonymized-files-wisd/12345633_31060.jsonl,2cb7bf66-42cb-4c45-a238-c5f63c934a18,Curveball,Strike,Called,{},{},0
158,anonymized-files-wisd/12345633_31083.jsonl,3055ac7e-1bb1-4f33-bfa5-82bc781491f3,Curveball,Strike,Called,{},{},0
159,anonymized-files-wisd/12345633_3125.jsonl,57802aa9-4c45-4a8d-a8d3-ad4512190f7a,Changeup,Strike,Called,{},{},0
160,anonymized-files-wisd/12345633_31637.jsonl,0af8e9b5-7624-4fda-b7a1-43e03ee9d64d,Sinker,Ball,Called,{},{},0
161,anonymized-files-wisd/12345633_31678.jsonl,0720541b-0ea6-4362-8981-a6e757be2299,Sinker,Strike,Called,{},{},0
162,anonymized-files-wisd/12345633_31743.jsonl,a4c8c23c-d58e-4e03-9232-8236422fa1d6,FourSeamFastball,HitIntoPlay,{},3e641d02-24ae-482c-9f3e-b34ec3e271d9,{},1
163,anonymized-files-wisd/12345633_31774.jsonl,2a47daee-592e-4660-8391-ce067456be62,Sinker,Strike,Foul,e00f9a92-2235-4cc0-9c5a-f88ae00d14e0,{},1
164,anonymized-files-wisd/12345633_31946.jsonl,7ab7a41c-0f9d-4b62-91d3-9b693d11e047,Cutter,Ball,Called,{},{},0
165,anonymized-files-wisd/12345633_32018.jsonl,7e731f3a-d2f6-46a8-9cba-535f977e93f2,Sinker,Strike,{},{},{},0
166,anonymized-files-wisd/12345633_32370.jsonl,c01d2039-6057-4d9c-8967-de11ba76dedb,Sinker,Ball,Called,{},{},0
167,anonymized-files-wisd/12345633_32415.jsonl,5f7d5016-f64b-4530-a427-11f0ca90bbbd,Slider,Ball,Called,{},{},0
168,anonymized-files-wisd/12345633_32962.jsonl,ccff4a3f-2045-48ff-af0d-6c6ddc3ca876,Curveball,Strike,{},{},{},0
169,anonymized-files-wisd/12345633_32968.jsonl,f2bcda97-d34e-463c-a5cf-0682fa6d742d,Sinker,Strike,{},{},{},0
170,anonymized-files-wisd/12345633_3303.jsonl,43e2e2d4-0b19-407e-9d39-4dadc9913f6a,Sinker,Strike,Foul,decd380d-f117-4291-bbc3-ab6c2ab52ef2,{},1
171,anonymized-files-wisd/12345633_33047.jsonl,c52e2a71-bfd8-4682-8227-d597166442d1,Curveball,Strike,Foul,701a2add-bee2-4b66-be1a-e07ccd4ca4f3,{},1
172,anonymized-files-wisd/12345633_3307.jsonl,c877fb13-4668-4b54-aa0c-3becef30e921,Sinker,Ball,Called,{},{},0
173,anonymized-files-wisd/12345633_33091.jsonl,a2e4621a-431d-47c6-adb5-66c50836a8f4,Sinker,Strike,{},{},{},0
174,anonymized-files-wisd/12345633_3327.jsonl,17b4fcab-6e2b-4952-998e-6ef81818ea43,Sinker,Ball,Called,{},{},0
175,anonymized-files-wisd/12345633_33436.jsonl,6a16735b-fbdf-4ccb-be26-cbbc76cdb657,FourSeamFastball,Strike,Foul,bc0ba383-8791-4221-8f7d-36c925296fca,{},1
176,anonymized-files-wisd/12345633_33612.jsonl,b4ad168c-5ff2-46ad-9232-38f38bde8f4e,FourSeamFastball,Strike,Called,{},{},0
177,anonymized-files-wisd/12345633_33673.jsonl,6dd99bd1-1341-497d-a882-0f222e1cdd9a,Slider,Ball,Called,{},{},0
